trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_start,mask_end,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
1132,"['low', 2, 'low']",2,black,0.414187699,135,left,down,low,low,white_low_135-black_low_45-black_low_135-white_low_45,black_low_135_down,white_low_45_down,3,1.919850947,4439.67042,4439.9172,0.2467799,left,0.1858314,1,3,57,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,23,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1133,"['low', 1, 'high']",1,white,0.870235863,45,left,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,white_low_45_up,black_low_135_up,11,1.057126118,4441.808622,4442.057165,0.2485435,left,0.1765136,1,11,65,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1134,"['low', 2, 'high']",2,black,0.128271759,135,left,down,low,high,white_high_135-white_high_135-black_high_45-black_high_135,black_low_135_down,white_low_45_down,5,1.651649358,4444.538366,4444.785136,0.2467707,right,0.2235644,0,5,66,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1135,"['high', 3, 'high']",3,white,0.748218886,135,right,up,high,high,black_high_135-white_high_135-black_high_45-white_high_135,white_high_135_up,black_high_45_up,8,1.263705258,4447.106985,4447.357276,0.2502914,left,0.1384216,0,8,64,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,20,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1136,"['med', 2, 'low']",2,white,0.291726958,45,left,down,med,low,white_low_135-black_low_135-black_low_45-white_low_45,white_med_45_down,black_med_135_down,8,1.989508865,4450.198696,4450.447234,0.2485375,left,0.0977058,1,8,60,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1137,"['med', 1, 'low']",1,black,0.545915256,135,left,up,med,low,white_low_135-black_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,11,1.538138335,4452.732697,4452.981227,0.2485306,right,0.0972194,0,11,61,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1138,"['high', 2, 'high']",2,black,0.358559463,45,right,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,black_high_45_down,white_high_135_down,9,1.504151843,4455.333381,4455.583695,0.2503142,left,0.2681846,0,9,63,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1139,"['high', 3, 'high']",3,white,0.375758969,45,left,up,high,high,white_high_135-white_high_135-black_high_135-black_high_45,white_high_45_up,black_high_135_up,11,1.387013656,4458.176553,4458.426842,0.2502888,left,0.1185037,1,11,65,0,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,21,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1140,"['low', 3, 'low']",3,black,0.717591994,45,right,down,low,low,black_low_135-white_low_135-white_low_45-black_low_45,black_low_45_down,white_low_135_down,2,1.532076232,4460.68631,4460.934847,0.2485367,right,0.1932387,1,2,61,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,23,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1141,"['med', 1, 'high']",1,white,0.150685364,135,right,down,med,high,white_high_135-black_high_45-black_high_135-white_high_135,white_med_135_down,black_med_45_down,18,1.554787487,4463.420379,4463.668899,0.2485205,right,0.1205652,1,18,66,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1142,"['med', 1, 'high']",1,white,0.830441967,135,right,down,med,high,black_high_45-black_high_135-white_high_135-white_high_135,white_med_135_down,black_med_45_down,17,1.403326741,4465.911911,4466.160455,0.2485442,right,0.0955805,1,17,67,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1143,"['high', 1, 'high']",1,black,0.212356006,135,left,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_up,white_high_45_up,15,1.213248391,4468.173109,4468.421948,0.2488392,left,0.1299396,1,15,61,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1144,"['high', 1, 'high']",1,white,0.030923658,45,left,down,high,high,black_high_135-white_high_135-black_high_45-white_high_135,white_high_45_down,black_high_135_down,14,1.449149644,4470.684954,4470.929949,0.2449947,left,0.1144881,1,14,62,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1145,"['med', 2, 'high']",2,white,0.80525255,45,left,up,med,high,black_high_45-black_high_135-white_high_135-white_high_135,white_med_45_up,black_med_135_up,8,1.220949375,4472.986509,4473.235051,0.2485417,left,0.0513358,1,8,56,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,18,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1146,"['low', 2, 'high']",2,white,0.570459842,45,left,up,low,high,black_high_45-white_high_135-black_high_135-white_high_135,white_low_45_up,black_low_135_up,8,1.741248351,4475.750867,4476.001178,0.2503108,left,0.2543942,1,8,67,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1147,"['med', 2, 'high']",2,white,0.736875155,135,right,down,med,high,white_high_135-black_high_135-white_high_135-black_high_45,white_med_135_down,black_med_45_down,7,1.017202902,4477.975674,4478.224212,0.2485374,right,0.1380995,1,7,57,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,18,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1148,"['med', 3, 'high']",3,white,0.166791504,45,left,down,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_45_down,black_med_135_down,4,1.25771638,4480.303563,4480.552106,0.2485436,left,0.0452891,1,4,72,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,23,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1149,"['med', 1, 'high']",1,white,0.770542053,45,left,down,med,high,black_high_45-white_high_135-black_high_135-white_high_135,white_med_45_down,black_med_135_down,16,1.329508461,4482.639275,4482.886041,0.2467656,left,0.1586038,1,16,68,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1150,"['med', 1, 'high']",1,white,0.335702044,45,left,down,med,high,black_high_135-white_high_135-white_high_135-black_high_45,white_med_45_down,black_med_135_down,15,1.552326863,4485.298819,4485.54911,0.2502915,left,0.085991,1,15,69,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1151,"['high', 1, 'high']",1,black,0.522560698,135,left,up,high,high,white_high_135-black_high_45-black_high_135-white_high_135,black_high_135_up,white_high_45_up,13,1.300679797,4487.608511,4487.857055,0.248544,right,0.1218605,0,13,63,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1152,"['med', 2, 'low']",2,black,0.938496901,135,left,down,med,low,black_low_45-white_low_45-white_low_135-black_low_135,black_med_135_down,white_med_45_down,7,1.815144947,4490.49412,4490.744412,0.2502921,left,0.0110502,1,7,61,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1153,"['low', 3, 'high']",3,white,0.990914464,45,left,down,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_45_down,black_low_135_down,4,1.546031733,4492.985683,4493.234226,0.2485439,left,0.0387751,1,4,61,0,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,23,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1154,"['med', 1, 'high']",1,black,0.953131846,45,right,down,med,high,black_high_135-white_high_135-white_high_135-black_high_45,black_med_45_down,white_med_135_down,14,1.402274632,4495.36384,4495.610594,0.2467543,right,0.2336469,1,14,70,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1155,"['low', 2, 'high']",2,black,0.942794486,135,left,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,black_low_135_up,white_low_45_up,7,1.814446473,4498.356788,4498.605631,0.2488431,left,0.0163763,1,7,68,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1156,"['high', 2, 'high']",2,white,0.269352843,135,right,up,high,high,black_high_135-white_high_135-black_high_45-white_high_135,white_high_135_up,black_high_45_up,12,1.559929128,4501.006252,4501.254805,0.2485536,right,0.1295787,1,12,64,0,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1157,"['med', 2, 'high']",2,white,0.756814993,45,left,up,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_45_up,black_med_135_up,6,1.796125544,4503.855482,4504.104031,0.2485483,left,0.0627353,1,6,58,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,18,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1158,"['low', 2, 'high']",2,black,0.612597035,45,right,up,low,high,black_high_45-white_high_135-white_high_135-black_high_135,black_low_45_up,white_low_135_up,7,1.56446423,4506.431635,4506.680475,0.2488401,right,0.0444886,1,7,68,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1159,"['high', 2, 'high']",2,black,0.209246465,135,left,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,black_high_135_down,white_high_45_down,11,1.03942136,4508.559721,4508.808279,0.2485582,left,0.1209244,1,11,65,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1160,"['low', 1, 'high']",1,black,0.817770889,45,right,up,low,high,white_high_135-black_high_45-white_high_135-black_high_135,black_low_45_up,white_low_135_up,10,1.314847436,4510.881293,4511.129827,0.2485335,left,0.1401956,0,10,66,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1161,"['high', 1, 'low']",1,black,0.694922213,45,right,up,high,low,white_low_135-black_low_45-white_low_45-black_low_135,black_high_45_up,white_high_135_up,16,1.544798374,4513.530467,4513.780787,0.2503203,right,0.1207179,1,16,72,0,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1162,"['high', 2, 'high']",2,white,0.38149773,45,left,up,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_45_up,black_high_135_up,10,1.203255872,4515.878297,4516.125067,0.2467703,left,0.0967259,1,10,66,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1163,"['high', 1, 'high']",1,white,0.788900964,135,right,down,high,high,white_high_135-black_high_135-white_high_135-black_high_45,white_high_135_down,black_high_45_down,16,1.239432423,4518.175864,4518.422636,0.2467718,right,0.0831213,1,16,64,0,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1164,"['high', 2, 'high']",2,black,0.690434032,135,left,up,high,high,black_high_45-white_high_135-white_high_135-black_high_135,black_high_135_up,white_high_45_up,9,1.804959384,4521.055404,4521.30218,0.2467761,right,0.0202283,0,9,67,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1165,"['high', 1, 'high']",1,black,0.003258854,45,right,up,high,high,black_high_135-white_high_135-black_high_45-white_high_135,black_high_45_up,white_high_135_up,15,1.753709477,4523.775573,4524.024083,0.2485095,right,0.0066156,1,15,65,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1166,"['med', 2, 'low']",2,white,0.276964496,45,left,up,med,low,white_low_45-black_low_45-black_low_135-white_low_135,white_med_45_up,black_med_135_up,6,1.612580469,4526.321687,4526.570234,0.2485474,left,0.1052205,1,6,62,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1167,"['low', 1, 'low']",1,black,0.02499895,45,right,up,low,low,black_low_135-white_low_45-white_low_135-black_low_45,black_low_45_up,white_low_135_up,15,1.554213515,4528.928447,4529.176988,0.2485411,right,0.4148351,1,15,65,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,22,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1168,"['high', 2, 'high']",2,white,0.169764002,135,right,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,white_high_135_up,black_high_45_up,12,1.245500538,4531.656423,4531.906756,0.2503331,right,0.0983552,1,12,68,0,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1169,"['high', 1, 'high']",1,white,0.349673053,45,left,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,white_high_45_down,black_high_135_down,14,1.781130348,4534.46929,4534.717834,0.2485442,left,0.1467529,1,14,66,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1170,"['med', 2, 'low']",2,white,0.604335879,135,right,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_135_down,black_med_45_down,5,1.964020838,4537.482202,4537.730756,0.248554,right,0.1163197,1,5,63,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1171,"['high', 1, 'low']",1,white,0.092013745,45,left,down,high,low,black_low_135-white_low_135-white_low_45-black_low_45,white_high_45_down,black_high_135_down,15,1.531416704,4540.076828,4540.327138,0.2503096,left,0.0867457,1,15,73,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1172,"['low', 1, 'high']",1,white,0.779739647,45,left,down,low,high,black_high_135-white_high_135-black_high_45-white_high_135,white_low_45_down,black_low_135_down,13,1.826174808,4542.913925,4543.162473,0.2485477,left,0.0450198,1,13,67,0,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1173,"['med', 3, 'low']",3,white,0.563137317,45,left,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_45_down,black_med_135_down,13,1.982263163,4546.199895,4546.448481,0.2485862,left,0.3105418,1,13,59,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1174,"['med', 2, 'low']",2,black,0.602200602,135,left,up,med,low,black_low_45-white_low_135-black_low_135-white_low_45,black_med_135_up,white_med_45_up,4,1.091030511,4548.473263,4548.721814,0.2485516,right,0.123263,0,4,64,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,21,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1175,"['med', 2, 'low']",2,black,0.973780366,135,left,down,med,low,white_low_135-white_low_45-black_low_45-black_low_135,black_med_135_down,white_med_45_down,7,1.01657023,4550.558352,4550.806895,0.2485425,right,0.1847472,0,7,65,0,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,21,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1176,"['med', 3, 'high']",3,white,0.535852768,45,left,up,med,high,white_high_135-white_high_135-black_high_45-black_high_135,white_med_45_up,black_med_135_up,3,1.225300597,4552.868051,4553.116897,0.2488466,right,0.1474138,0,3,73,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1177,"['med', 3, 'low']",3,white,0.401633528,135,right,up,med,low,white_low_135-white_low_45-black_low_45-black_low_135,white_med_135_up,black_med_45_up,12,1.508486342,4555.752202,4556.00075,0.2485477,right,0.0754711,1,12,60,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1178,"['med', 1, 'low']",1,white,0.080208234,135,right,down,med,low,white_low_45-white_low_135-black_low_135-black_low_45,white_med_135_down,black_med_45_down,14,1.401372003,4558.160363,4558.408903,0.2485397,right,0.0935365,1,14,62,0,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1179,"['low', 1, 'high']",1,black,0.030973662,135,left,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,black_low_135_down,white_low_45_down,12,1.617561206,4560.781006,4561.02954,0.2485347,left,0.1282435,1,12,68,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1180,"['low', 1, 'high']",1,black,0.684341313,45,right,up,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_45_up,white_low_135_up,11,1.257389683,4563.066427,4563.313201,0.2467739,right,0.0307379,1,11,69,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1181,"['med', 3, 'high']",3,black,0.436417991,45,right,down,med,high,black_high_45-black_high_135-white_high_135-white_high_135,black_med_45_down,white_med_135_down,6,1.486524857,4565.594363,4565.841137,0.2467739,left,0.0693275,0,6,74,0,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1182,"['high', 3, 'high']",3,black,0.62016702,135,left,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,black_high_135_down,white_high_45_down,10,1.891881409,4568.702499,4568.951045,0.2485466,left,0.2749246,1,10,66,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,21,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1183,"['med', 1, 'high']",1,black,0.520713801,135,left,up,med,high,white_high_135-black_high_135-black_high_45-white_high_135,black_med_135_up,white_med_45_up,13,1.02770688,4570.927327,4571.175873,0.2485463,right,0.1040083,0,13,71,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1184,"['high', 3, 'high']",3,white,0.710325307,135,right,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,white_high_135_down,black_high_45_down,9,1.477547064,4573.625009,4573.873853,0.2488439,left,0.179429,0,9,67,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,22,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1185,"['med', 2, 'low']",2,white,0.903080269,45,left,down,med,low,white_low_45-black_low_135-black_low_45-white_low_135,white_med_45_down,black_med_135_down,10,1.958539891,4576.777638,4577.026182,0.2485437,left,0.3401206,1,10,66,0,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,22,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
1186,"['high', 1, 'high']",1,black,0.579295222,45,right,up,high,high,white_high_135-black_high_135-white_high_135-black_high_45,black_high_45_up,white_high_135_up,13,1.251843898,4579.293169,4579.543472,0.2503029,left,0.1663627,0,13,67,1,1,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
