trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
1320,"['med', 1, 'high']",1,white,0.373061205,135,right,down,med,high,white_high_135-black_high_135-black_high_45-white_high_135,white_med_135_down,black_med_45_down,24,1.393970019,0.2502935,right,0.2106146,1,24,72,1,1,1,1,TRUE,TRUE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1321,"['low', 1, 'low']",1,black,0.908662068,45,right,down,low,low,white_low_45-black_low_45-white_low_135-black_low_135,black_low_45_down,white_low_135_down,20,1.860362527,0.2467765,right,0.0246826,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1322,"['med', 1, 'high']",1,black,0.623755407,135,left,down,med,high,black_high_135-white_high_135-white_high_135-black_high_45,black_med_135_down,white_med_45_down,24,1.902665774,0.2485604,right,0.1187961,0,24,72,1,1,1,1,TRUE,TRUE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1323,"['low', 1, 'low']",1,white,0.352403183,45,left,up,low,low,black_low_45-black_low_135-white_low_135-white_low_45,white_low_45_up,black_low_135_up,20,1.934640487,0.2485469,left,0.3610166,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1324,"['med', 2, 'high']",2,black,0.862438558,135,left,up,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_135_up,white_med_45_up,5,1.016369488,0.2467393,right,0.3286323,0,5,71,1,1,1,1,TRUE,TRUE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1325,"['med', 3, 'high']",3,white,0.300033439,45,left,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_45_up,black_med_135_up,6,1.083024039,0.2502962,left,0.3981144,1,6,74,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1326,"['low', 1, 'high']",1,white,0.306112616,45,left,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,white_low_45_up,black_low_135_up,17,1.225761023,0.2502977,left,0.0378222,1,17,67,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1327,"['low', 1, 'low']",1,white,0.393373127,135,right,up,low,low,black_low_135-white_low_135-white_low_45-black_low_45,white_low_135_up,black_low_45_up,20,1.065251864,0.2485537,right,0.1228601,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1328,"['high', 2, 'high']",2,white,0.759917924,135,right,up,high,high,white_high_135-black_high_135-white_high_135-black_high_45,white_high_135_up,black_high_45_up,16,1.784963291,0.2485335,right,0.2009078,1,16,64,1,1,1,1,TRUE,TRUE,high_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1329,"['med', 2, 'high']",2,white,0.269769919,45,left,up,med,high,white_high_135-black_high_135-black_high_45-white_high_135,white_med_45_up,black_med_135_up,5,1.821235864,0.246976,right,0.0313092,0,5,71,1,1,1,1,TRUE,TRUE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1330,"['med', 2, 'high']",2,black,0.841284486,135,left,down,med,high,black_high_45-white_high_135-white_high_135-black_high_135,black_med_135_down,white_med_45_down,5,1.898758182,0.2485432,left,0.1217486,1,5,71,1,1,1,1,TRUE,TRUE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1331,"['low', 1, 'low']",1,white,0.637283176,135,right,down,low,low,white_low_135-black_low_45-white_low_45-black_low_135,white_low_135_down,black_low_45_down,20,1.039874638,0.2467811,right,0.0131417,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1332,"['low', 1, 'high']",1,white,0.720174559,45,left,up,low,high,black_high_135-white_high_135-black_high_45-white_high_135,white_low_45_up,black_low_135_up,16,1.953070197,0.2467968,left,0.1326851,1,16,68,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1333,"['low', 1, 'high']",1,white,0.985158908,135,right,up,low,high,black_high_135-white_high_135-black_high_45-white_high_135,white_low_135_up,black_low_45_up,15,1.799600224,0.2503002,right,0.1975946,1,15,69,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1334,"['low', 1, 'low']",1,black,0.189564744,135,left,down,low,low,black_low_135-white_low_45-black_low_45-white_low_135,black_low_135_down,white_low_45_down,20,1.060193893,0.2485569,right,0.2165597,0,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1335,"['low', 3, 'low']",3,black,0.678621233,135,left,down,low,low,black_low_135-white_low_135-white_low_45-black_low_45,black_low_135_down,white_low_45_down,5,1.233981075,0.2485364,right,0.1414444,0,5,66,1,1,1,1,TRUE,TRUE,low_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1336,"['low', 2, 'high']",2,black,0.13112305,135,left,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_135_down,white_low_45_down,12,1.499339948,0.246767,left,0.1589459,1,12,63,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1337,"['med', 2, 'high']",2,white,0.979351259,45,left,down,med,high,white_high_135-black_high_45-black_high_135-white_high_135,white_med_45_down,black_med_135_down,5,1.101296829,0.2467786,right,0.2426267,0,5,71,1,1,1,1,TRUE,TRUE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1338,"['med', 3, 'high']",3,white,0.510870913,45,left,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_45_up,black_med_135_up,5,1.03985572,0.2485521,left,0.5884763,1,5,75,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1339,"['high', 2, 'high']",2,white,0.899959648,135,right,down,high,high,black_high_135-white_high_135-white_high_135-black_high_45,white_high_135_down,black_high_45_down,16,1.910445744,0.2485558,left,1.1405406,0,16,64,1,1,1,1,TRUE,TRUE,high_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1340,"['low', 1, 'low']",1,black,0.679404073,135,left,up,low,low,white_low_135-black_low_45-white_low_45-black_low_135,black_low_135_up,white_low_45_up,20,1.233179912,0.246811,right,0.3442333,0,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1341,"['high', 3, 'low']",3,white,0.984381519,135,right,down,high,low,black_low_135-white_low_45-white_low_135-black_low_45,white_high_135_down,black_high_45_down,13,1.99183985,0.2485251,left,0.9277382,0,13,71,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1342,"['med', 1, 'low']",1,black,0.434893554,45,right,down,med,low,white_low_135-white_low_45-black_low_45-black_low_135,black_med_45_down,white_med_135_down,14,1.199086085,0.246984,right,0.7272024,1,14,74,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,23,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1343,"['low', 1, 'low']",1,white,0.437361634,45,left,up,low,low,black_low_135-white_low_135-white_low_45-black_low_45,white_low_45_up,black_low_135_up,20,1.839618455,0.2485443,left,0.2057442,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1344,"['med', 2, 'low']",2,white,0.988942986,45,left,up,med,low,black_low_45-black_low_135-white_low_45-white_low_135,white_med_45_up,black_med_135_up,7,1.001531205,0.248819,right,0.3702579,0,7,69,1,1,1,1,TRUE,TRUE,med_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1345,"['high', 2, 'low']",2,white,0.402476686,135,right,down,high,low,white_low_135-black_low_135-black_low_45-white_low_45,white_high_135_down,black_high_45_down,17,1.203624359,0.2485438,right,0.0913082,1,17,65,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1346,"['med', 1, 'low']",1,white,0.613574241,45,left,up,med,low,white_low_45-black_low_45-white_low_135-black_low_135,white_med_45_up,black_med_135_up,13,1.139961216,0.2485546,right,0.5033051,0,13,75,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,24,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1347,"['high', 3, 'low']",3,white,0.68509531,135,right,up,high,low,white_low_135-black_low_135-white_low_45-black_low_45,white_high_135_up,black_high_45_up,13,1.447672873,0.248526,right,0.0760822,1,13,71,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1348,"['med', 1, 'high']",1,black,0.748197051,135,left,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_135_down,white_med_45_down,24,1.091716056,0.2485434,left,0.4761236,1,24,72,1,1,1,1,TRUE,TRUE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1349,"['med', 1, 'high']",1,black,0.334175837,135,left,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_135_down,white_med_45_down,24,1.811987839,0.2467756,right,0.0493189,0,24,72,1,1,1,1,TRUE,TRUE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1350,"['med', 3, 'low']",3,black,0.743366702,45,right,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,black_med_45_down,white_med_135_down,13,1.875502039,0.2485463,right,0.0425344,1,13,64,1,1,1,1,TRUE,TRUE,med_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1351,"['med', 1, 'low']",1,black,0.413653662,135,left,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,black_med_135_down,white_med_45_down,16,1.472051894,0.2502861,left,0.0404433,1,16,76,0,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1352,"['low', 1, 'high']",1,black,0.907477355,135,left,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_135_down,white_low_45_down,14,1.82984838,0.2467768,right,0.151322,0,14,70,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1353,"['med', 1, 'low']",1,white,0.872076394,45,left,up,med,low,white_low_135-black_low_45-white_low_45-black_low_135,white_med_45_up,black_med_135_up,15,1.656322831,0.2502905,left,0.1427957,1,15,77,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1354,"['high', 3, 'high']",3,white,0.925030555,45,left,up,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_45_up,black_high_135_up,6,1.330974977,0.2485524,left,0.0403801,1,6,70,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1355,"['med', 3, 'low']",3,black,0.788450215,45,right,down,med,low,white_low_45-black_low_45-white_low_135-black_low_135,black_med_45_down,white_med_135_down,13,1.84417348,0.2485564,right,0.1903686,1,13,64,1,1,1,1,TRUE,TRUE,med_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1356,"['med', 3, 'high']",3,black,0.783443621,45,right,down,med,high,white_high_135-black_high_45-black_high_135-white_high_135,black_med_45_down,white_med_135_down,4,1.729843992,0.2485381,left,0.0743349,0,4,76,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1357,"['med', 3, 'high']",3,white,0.427964903,45,left,up,med,high,white_high_135-black_high_135-black_high_45-white_high_135,white_med_45_up,black_med_135_up,7,1.407417848,0.2485483,left,0.3141616,1,7,77,0,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1358,"['high', 1, 'high']",1,black,0.452826469,135,left,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,black_high_135_down,white_high_45_down,26,1.666735858,0.2485479,right,0.1307776,0,26,62,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1359,"['med', 2, 'high']",2,white,0.95333284,135,right,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_135_down,black_med_45_down,5,1.193268813,0.2485338,left,0.1640114,0,5,71,1,1,1,1,TRUE,TRUE,med_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1360,"['high', 3, 'high']",3,white,0.572469176,45,left,down,high,high,black_high_45-white_high_135-black_high_135-white_high_135,white_high_45_down,black_high_135_down,5,1.994770646,0.2485451,right,0.8980988,0,5,71,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1361,"['low', 2, 'low']",2,white,0.973811171,45,left,up,low,low,black_low_45-black_low_135-white_low_45-white_low_135,white_low_45_up,black_low_135_up,7,1.71151542,0.2466625,left,0.5015639,1,7,76,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1362,"['high', 2, 'low']",2,black,0.04751395,135,left,down,high,low,black_low_135-white_low_135-white_low_45-black_low_45,black_high_135_down,white_high_45_down,16,1.951552906,0.2467438,right,0.1722114,0,16,66,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1363,"['high', 1, 'low']",1,black,0.79747059,45,right,up,high,low,white_low_135-black_low_135-white_low_45-black_low_45,black_high_45_up,white_high_135_up,35,1.208516507,0.2485463,right,0.8606665,1,35,57,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1364,"['high', 1, 'high']",1,black,0.633391041,135,left,down,high,high,black_high_45-white_high_135-black_high_135-white_high_135,black_high_135_down,white_high_45_down,26,1.714647972,0.2485515,right,0.32099,0,26,62,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1365,"['low', 1, 'high']",1,black,0.624557219,135,left,up,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_135_up,white_low_45_up,17,1.485639792,0.2502835,left,0.4621238,1,17,71,0,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1366,"['low', 2, 'low']",2,black,0.762462959,45,right,down,low,low,white_low_45-black_low_45-white_low_135-black_low_135,black_low_45_down,white_low_135_down,6,1.124037277,0.2485437,right,0.4162937,1,6,77,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1367,"['low', 3, 'high']",3,black,0.84342608,135,left,down,low,high,white_high_135-black_high_45-black_high_135-white_high_135,black_low_135_down,white_low_45_down,7,1.757989179,0.2485486,right,1.1502158,0,7,68,0,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1368,"['low', 1, 'low']",1,black,0.685275306,135,left,down,low,low,white_low_45-white_low_135-black_low_135-black_low_45,black_low_135_down,white_low_45_down,20,1.722928913,0.2467577,right,0.5149076,0,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1369,"['low', 1, 'low']",1,white,0.743966407,45,left,up,low,low,white_low_135-black_low_135-black_low_45-white_low_45,white_low_45_up,black_low_135_up,20,1.986890317,0.2485453,left,0.0223485,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1370,"['med', 3, 'high']",3,white,0.797403032,135,right,up,med,high,white_high_135-black_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,6,1.959666013,0.2488109,right,0.3704343,1,6,78,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1371,"['med', 3, 'high']",3,white,0.30132398,135,right,up,med,high,black_high_135-white_high_135-black_high_45-white_high_135,white_med_135_up,black_med_45_up,5,1.839016673,0.2488296,left,0.1806064,0,5,79,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1372,"['high', 2, 'low']",2,white,0.900037713,135,right,down,high,low,white_low_45-white_low_135-black_low_45-black_low_135,white_high_135_down,black_high_45_down,19,1.341334656,0.2485431,right,0.1501921,1,19,67,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1373,"['low', 3, 'low']",3,black,0.977085828,135,left,up,low,low,black_low_45-white_low_135-black_low_135-white_low_45,black_low_135_up,white_low_45_up,5,1.463564904,0.2500877,left,0.0970059,1,5,66,1,1,1,1,TRUE,TRUE,low_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1374,"['high', 1, 'low']",1,black,0.272236898,135,left,down,high,low,black_low_45-white_low_135-white_low_45-black_low_135,black_high_135_down,white_high_45_down,35,1.955711827,0.2485436,left,0.83581,1,35,57,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1375,"['low', 3, 'high']",3,white,0.914897076,45,left,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,white_low_45_down,black_low_135_down,7,1.275862804,0.2485586,left,0.0643429,1,7,68,0,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1376,"['high', 3, 'high']",3,white,0.75541123,45,left,up,high,high,white_high_135-white_high_135-black_high_135-black_high_45,white_high_45_up,black_high_135_up,8,1.809629039,0.246791,left,0.2809709,1,8,72,0,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1377,"['high', 3, 'high']",3,white,0.20823349,45,left,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,white_high_45_down,black_high_135_down,7,1.945206694,0.2488169,left,0.1556724,1,7,73,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1378,"['high', 3, 'low']",3,white,0.248404837,135,right,up,high,low,white_low_45-white_low_135-black_low_135-black_low_45,white_high_135_up,black_high_45_up,13,1.834693577,0.2485503,left,0.0593487,0,13,71,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1379,"['high', 2, 'low']",2,white,0.049980088,45,left,down,high,low,white_low_135-white_low_45-black_low_45-black_low_135,white_high_45_down,black_high_135_down,18,1.370077132,0.2485427,left,0.1675754,1,18,68,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1380,"['high', 1, 'high']",1,black,0.393508387,45,right,down,high,high,white_high_135-black_high_135-white_high_135-black_high_45,black_high_45_down,white_high_135_down,26,1.672340127,0.2485441,left,0.01266,0,26,62,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1381,"['med', 1, 'high']",1,white,0.894181793,135,right,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_135_down,black_med_45_down,24,1.987717236,0.2485454,right,0.0248035,1,24,72,1,1,1,1,TRUE,TRUE,med_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1382,"['med', 1, 'low']",1,white,0.005368909,45,left,up,med,low,black_low_135-white_low_45-white_low_135-black_low_45,white_med_45_up,black_med_135_up,14,1.681634801,0.2503091,left,0.1973136,1,14,78,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1383,"['high', 1, 'high']",1,black,0.011627476,45,right,up,high,high,black_high_45-black_high_135-white_high_135-white_high_135,black_high_45_up,white_high_135_up,26,1.163131098,0.2485542,right,0.3565304,1,26,62,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1384,"['high', 1, 'low']",1,white,0.650062092,135,right,down,high,low,black_low_135-white_low_135-white_low_45-black_low_45,white_high_135_down,black_high_45_down,35,1.102992742,0.2467689,right,0.3571803,1,35,57,1,1,1,1,TRUE,TRUE,high_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1385,"['high', 3, 'high']",3,white,0.182851473,45,left,up,high,high,black_high_135-white_high_135-black_high_45-white_high_135,white_high_45_up,black_high_135_up,6,1.887408709,0.2485401,left,0.5217482,1,6,74,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1386,"['low', 2, 'low']",2,white,0.499533728,45,left,down,low,low,white_low_45-white_low_135-black_low_135-black_low_45,white_low_45_down,black_low_135_down,5,1.655705371,0.2470555,left,0.09139,1,5,78,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1387,"['low', 1, 'high']",1,black,0.558734998,45,right,down,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_45_down,white_low_135_down,16,1.26892818,0.2467646,left,0.8922425,0,16,72,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1388,"['low', 3, 'low']",3,white,0.251322021,45,left,up,low,low,white_low_135-white_low_45-black_low_135-black_low_45,white_low_45_up,black_low_135_up,5,1.10068587,0.2502952,left,0.0728403,1,5,66,1,1,1,1,TRUE,TRUE,low_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1389,"['high', 1, 'high']",1,white,0.310150726,45,left,down,high,high,white_high_135-black_high_45-white_high_135-black_high_135,white_high_45_down,black_high_135_down,26,1.391595173,0.2503098,right,1.3318881,0,26,62,1,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1390,"['high', 2, 'low']",2,black,0.733937047,45,right,down,high,low,black_low_45-white_low_135-white_low_45-black_low_135,black_high_45_down,white_high_135_down,17,1.371796414,0.2485385,left,1.400713,0,17,69,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1391,"['low', 3, 'high']",3,white,0.566160681,135,right,down,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_135_down,black_low_45_down,7,1.07385186,0.2485492,right,1.1726722,1,7,68,0,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1392,"['low', 1, 'low']",1,white,0.872561032,45,left,up,low,low,white_low_45-white_low_135-black_low_135-black_low_45,white_low_45_up,black_low_135_up,20,1.094962522,0.2486159,left,0.0253716,1,20,68,1,1,1,1,TRUE,TRUE,low_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1393,"['low', 2, 'high']",2,white,0.171299634,45,left,up,low,high,black_high_45-black_high_135-white_high_135-white_high_135,white_low_45_up,black_low_135_up,12,1.164405938,0.2503172,left,0.3283947,1,12,63,1,1,1,1,TRUE,TRUE,low_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1394,"['med', 1, 'low']",1,black,0.468101112,45,right,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,black_med_45_down,white_med_135_down,13,1.577563771,0.2488163,right,0.4327896,1,13,79,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
